Category,SubCategory,CatID,Synonyms - Comma Separated,Category_zh,SubCategory_zh,Synonyms_zh,Category_tw,SubCategory_tw,Synonyms_tw
ANIMALS,WILD,ANMLWild,"bear, giraffe, hippo, elephant, elk, deer, gazelle, badger, anteater, platypus, sloth, wolverine, boar, wombat, koala, kangaroo, wallaby, wildebeest, hyena, panda, antelope, racoon, elk, reindeer, rhino, aardvark, warthog, impala, hippopotamus, honey badger, buffalo, moose",动物,野生动物,"熊,长颈鹿,河马,大象,麋鹿,鹿,瞪羚,獾,食蚁兽,鸭嘴兽,树懒,金刚狼,野猪,袋熊,考拉,袋鼠,小袋鼠,角马,鬣狗,熊猫,羚羊,浣熊,麋鹿,驯鹿,犀牛,土豚,疣猪,黑斑羚,河马,蜜獾,水牛,驼鹿",動物,野生動物,"熊,長頸鹿,河馬,大象,麋鹿,鹿,瞪羚,獾,食蟻獸,鴨嘴獸,樹懶,金剛狼,野豬,袋熊,考拉,袋鼠,小袋鼠,角馬,鬣狗,熊貓,羚羊,浣熊,麋鹿,馴鹿,犀牛,土豚,疣豬,黑斑羚,河馬,蜜獾,水牛,駝鹿"
ARCHIVED,ASSET,ASSET,"asset, resource, tag",存档,资源,"资产,资源,标签",封存,資產,"資產,資源,標籤"
ARCHIVED,BOUNCE,BNCE,"bounce, crashdown",归档,导出,"弹跳,崩溃",封存,輸出,"彈跳,崩潰"
ARCHIVED,IMPULSE RESPONSE,IR,"impulse response, IR, altiverb, reverb sample, convolution reverb",归档,卷积混响素材,"脉冲响应,IR,altiverb,混响采样,卷积混响",封存,脈衝響應,"脈衝響應,IR,altiverb,混響採樣,卷積混響"
ARCHIVED,MIX,MIX,"premix, final mix, stem, M&E, mixdown, printmaster",归档,已混音,"预混,最终混音,词干,M&E,混音,印刷大师",封存,混音,"預混,最終混音,詞幹,M&E,混音,印刷大師"
ARCHIVED,PFX,PFX,production,归档,其他产品素材,生产,封存,製作素材,生產
ARCHIVED,RAW,RAW,"dat tape, raw files, unprocessed",归档,原始素材,"数据磁带,原始文件,未处理",封存,原始素材,"數據磁帶,原始文件,未處理"
ARCHIVED,REFERENCE,REF,"reference, inspiration",归档,参考素材,"参考,灵感",封存,參考素材,"參考,靈感"
ARCHIVED,SCENE,SCNE,"readymade, prebuilt",归档,场景素材,"现成的,预制的",封存,場景素材,"現成的,預製的"
ARCHIVED,TEST TONE,TEST,"adr beeps, test tones, bleeping tone, 2pops, white noise, pink noise, sine wave sweeps",归档,测试音,"adr 哔哔声,测试音,哔音,2pops,白噪声,粉红噪声,正弦波扫描",封存,測試音,"adr 嗶嗶聲,測試音,嗶音,2pops,白噪聲,粉紅噪聲,正弦波掃描"
ARCHIVED,TRADEMARKED,TMARK,"trademark, copyright, product sound, licensed, registered, legal",归档,商标音,"商标,版权,产品声音,许可,注册,合法",封存,商標音,"商標,版權,產品聲音,許可,註冊,合法"
ARCHIVED,WORK IN PROGRESS,WIP,"work in progress, wip, unfinished",归档,过程中素材,"工作进行中,擦拭,未完成",封存,進行中素材,"工作進行中,擦拭,未完成"
ARCHIVED,WTF,WTF,"uncategorizable, unknown, jokes",归档,未确认素材,"不可归类的,未知的,笑话",封存,這三小,"不可歸類的,未知的,笑話"
BEEPS,APPLIANCE,BEEPAppl,"microwave, dishwasher, washing machine, dryer",提示音,电器,"微波炉,洗碗机,洗衣机,烘干机",提示音,電器,"微波爐,洗碗機,洗衣機,烘乾機"
BEEPS,GENERAL,BEEP,beep,提示音,通用,嘟,提示音,一般,嘟
BEEPS,LOFI,BEEPLofi,"atari, famicom, colecovision",提示音,低保真,"雅达利,famicom,colecovision",提示音,低傳真,"雅達利,famicom,colecovision"
BEEPS,MEDICAL,BEEPMed,"EKG, ECG, KDC, heart monitor, flatline, ultrasound",提示音,医疗器具,"心电图,心电图,KDC,心脏监护仪,flatline,超声波",提示音,醫療器具,"心電圖,心電圖,KDC,心臟監護儀,flatline,超聲波"
BEEPS,TIMER,BEEPTimer,"microwave, oven timer, digital watch, phone timer",提示音,计时器,"微波炉,烤箱定时器,数字手表,电话定时器",提示音,計時器,"微波爐,烤箱定時器,數字手錶,電話定時器"
BEEPS,VEHICLE,BEEPVeh,"forklift beep, backup beep",提示音,车辆,"叉车蜂鸣,备用蜂鸣",提示音,車輛,"叉車蜂鳴,備用蜂鳴"
BELLS,ANIMAL,BELLAnml,"cowbell, hawkbell, collar bell, sheep bell",钟铃,动物,"牛铃,鹰铃,项圈铃,羊铃",鐘鈴,動物,"牛鈴,鷹鈴,項圈鈴,羊鈴"
BELLS,DOORBELL,BELLDoor,"doorbell, door chime, ding dong, tring",钟铃,门铃,"门铃,门铃,叮咚,叮咚",鐘鈴,門鈴,"門鈴,門鈴,叮咚,叮咚"
BELLS,GONG,BELLGong,"gong, gamelan, agung, bowl gong, tam-tam",钟铃,铜钟,"锣, 加麦兰, 阿贡, 碗锣, tam-tam",鐘鈴,銅鐘,"鑼, 加麥蘭, 阿貢, 碗鑼, tam-tam"
BELLS,HANDBELL,BELLHand,"hand bell, dinner bell, school bell, alter bell, sleigh bell, jingle bells, carillon",钟铃,手铃,"手铃,晚餐铃,校铃,改变铃,雪橇铃,铃儿响叮当,钟琴",鐘鈴,手鈴,"手鈴,晚餐鈴,校鈴,改變鈴,雪橇鈴,鈴兒響叮噹,鍾琴"
BELLS,LARGE,BELLLrg,"temple bell, church bell, peal",钟铃,大钟,"寺庙钟, 教堂钟, peal",鐘鈴,大鐘,"寺廟鐘, 教堂鐘, peal"
BELLS,MISC,BELLMisc,"bicycle bell, service bell, call bell",钟铃,其他,"自行车铃,服务铃,呼叫铃",鐘鈴,其他,"自行車鈴,服務鈴,呼叫鈴"
BIRDS,BIRD OF PREY,BIRDPrey,"hawk, eagle, falcon, owl, vulture, condor, buzzard, kite, osprey, harrier, kestrel, caracara",鸟类,猛禽,"鹰,鹰,猎鹰,猫头鹰,秃鹫,秃鹰,秃鹰,风筝,鱼鹰,鹞,红隼,卡拉卡拉",鳥類,猛禽,"鷹,鷹,獵鷹,貓頭鷹,禿鷲,禿鷹,禿鷹,風箏,魚鷹,鷂,紅隼,卡拉卡拉"
BIRDS,CROW,BIRDCrow,"crow, raven, jay, blue jay, magpie, nutcracker",鸟类,乌鸦,"乌鸦,乌鸦,杰,蓝杰,喜鹊,胡桃夹子",鳥類,烏鴉,"烏鴉,烏鴉,傑伊,藍傑伊,喜鵲,胡桃夾子"
BIRDS,FOWL,BIRDFowl,"chicken, pheasant, turkey, geese, goose, grouse, duck, swan, partridge, teal, mallard, eider, guans, chachalacas, curassow, quail, grebe, chukar, ptarmigan",鸟类,禽,"鸡,雉鸡,火鸡,鹅,鹅,松鸡,鸭,天鹅,鹧鸪,青色,野鸭,绒鸭,关,chachalacas,curassow,鹌鹑,grebe,chukar,雷鸟",鳥類,家禽,"雞,雉雞,火雞,鵝,鵝,松雞,鴨,天鵝,鷓鴣,青色,野鴨,絨鴨,關,chachalacas,curassow,鵪鶉,grebe,chukar,雷鳥"
BIRDS,MISC,BIRDMisc,"ani, roadrunner, cuckoo, woodpecker, nighthawk, nightjar, poorwill, hummingbird",鸟类,其他,"阿尼, 走鹃, 杜鹃, 啄木鸟, 夜鹰, 贫意, 蜂鸟",鳥類,其他,"阿尼, 走鵑, 杜鵑, 啄木鳥, 夜鷹, 窮人, 蜂鳥"
BIRDS,SEA,BIRDSea,"seagull, gannet, albatross, cormorant, pelican, penguin, petrel, gull, tern, frigatebird, booby, oystercatcher, plover, sandpiper, dunlin, auk, puffin, murrelet, auklet",鸟类,海鸟,"海鸥, 塘鹅, 信天翁, 鸬鹚, 鹈鹕, 企鹅, 海燕, 燕鸥, 军舰鸟, 鲣鸟, 牡蛎, 鸻, 鹬, 邓林, 海雀",鳥類,海鳥,"海鷗, 塘鵝, 信天翁, 鸕鶿, 鵜鶘, 企鵝, 海燕, 燕鷗, 軍艦鳥, 鰹鳥, 牡蠣, 鴴, 鷸, 鄧林, 海雀"
BIRDS,SONGBIRD,BIRDSong,"dove, flycatcher, grosbeak, mockingbird, nuthatch, pigeon, robin, sparrow, swallow, tanager, thrush, vireo, warbler, wren, tit, chickadee, titmouse, penduline, lark, kinglet, creeper, treecreeper, gnatcatcher, dipper, starling, blackbird, thrasher, waxwing, chat, troupial, cardinal, bunting, blackbird",鸟类,鸣鸟,"鸽子, 捕蝇器, grosbeak, 知更鸟, nuthatch, 麻雀, 燕子, 唐纳雀, 画眉, vireo, 莺, 鹪鹩, 山雀, penduline, 云雀, 小王, 爬山虎, 爬树者, gnatcatcher, 北斗七星, 八哥, 黑鸟,鸫鸟,蜡翼,聊天,troupial,红衣主教,彩旗,黑鸟",鳥類,鳴鳥,"鴿子, 捕蠅器, grosbeak, 知更鳥, 鷓鴣, 麻雀, 燕子, 唐納雀, 畫眉, vireo, 鶯, 鷦鷯, 山雀, penduline, 雲雀, kinglet, 爬山虎, treecreeper, gnatcatcher, 北斗七星黑鳥,鶇鳥,蠟翼,聊天,troupial,紅衣主教,彩旗,黑鳥"
BIRDS,TROPICAL,BIRDTrop,"parrot, toucan, kookaburra, lyrebird, peacock, macaw, hornbill, cockatoo, parakeet, ibis, spoonbill, flamingo",鸟类,热带,"鹦鹉, 巨嘴鸟, 笑翠鸟, 琴鸟, 孔雀, 金刚鹦鹉, 犀鸟, 长尾小鹦鹉, 宜必思, 琵鹭, 火烈鸟",鳥類,熱帶,"鸚鵡, 巨嘴鳥, 笑翠鳥, 琴鳥, 孔雀, 金剛鸚鵡, 犀鳥, 長尾小鸚鵡, 宜必思, 琵鷺, 火烈鳥"
BIRDS,WADING,BIRDWade,"crane, egret, flamingo, ibis, rail, spoonbill, stork, heron, rail, sora, coot, crane, heron, bittern, egret, stork, snipe",鸟类,涉禽,"起重机,白鹭,火烈鸟,宜必思,铁路,琵鹭,鹳,苍鹭,铁路,索拉,白骨顶,起重机,苍鹭,卤水,白鹭,鹳,鹬",鳥類,水鳥,"起重機,白鷺,火烈鳥,宜必思,鐵路,琵鷺,鸛,蒼鷺,鐵路,索拉,白骨頂,起重機,蒼鷺,鹵水,白鷺,鸛,鷸"
BOATS,AIR BOAT,BOATAir,"fan boat, air boat, hovercraft",船舶,汽艇,"风扇船,气垫船,气垫船",船舶,汽艇,"風扇船,氣墊船,氣墊船"
BOATS,BOW WASH,BOATWash,"bow wash, wake",船舶,船洗,"弓洗,醒来",船舶,船洗,"弓洗,醒來"
BOATS,ELECTRIC,BOATElec,trolling motor,船舶,电动船,拖钓马达,船舶,電動船,拖釣馬達
BOATS,FISHING,BOATFish,"crab boats, trawlers, seiner, line vessel, dredger, gillnetter, research vessel",船舶,捕鱼,"捕蟹船,拖网渔船,围网船,线船,挖泥船,刺网船,研究船",船舶,捕魚,"捕蟹船,拖網漁船,圍網船,線船,挖泥船,刺網船,研究船"
BOATS,HORN,BOATHorn,"ship horn, tug-boat horn",船舶,船笛,"船喇叭,拖船喇叭",船舶,船笛,"船喇叭,拖船喇叭"
BOATS,INTERIOR,BOATInt,"ship, ferry, ferries, cruise ship, navy, military boat, tugboat, sailboat, yacht, oil tanker, cargo ship, freighter, submarine",小船,舱内,"船,渡轮,渡轮,游轮,海军,军船,拖船,帆船,游艇,油轮,货船,货轮,潜艇",船舶,室內,"船,渡輪,渡輪,遊輪,海軍,軍船,拖船,帆船,遊艇,油輪,貨船,貨輪,潛艇"
BOATS,MECHANISM,BOATMech,"rigging, pulley, rope, ship wheel, throttle, net, cage, trap, anchor",船舶,机械,"索具,滑轮,绳索,船轮,油门,网,笼,陷阱,锚",船舶,機械構造,"索具,滑輪,繩索,船輪,油門,網,籠,陷阱,錨"
BOATS,MILITARY,BOATMil,"patrol boat, destroyer, cruisier, battlecruiser, frigate, corvette, fast attack boat",船舶,军用,"巡逻艇, 驱逐舰, 巡洋舰, 战列巡洋舰, 护卫舰, 快速攻击船",船舶,軍用,"巡邏艇, 驅逐艦, 巡洋艦, 戰列巡洋艦, 護衛艦, 快速攻擊船"
BOATS,MISC,BOATMisc,"paddleboat, paddleboard",船舶,其他,"桨船,桨板",船舶,其他,"槳船,槳板"
BOATS,MOTORBOAT,BOATMotr,"small boat, personal fishing boat, speedboat, pontoon boat, duck boat, dinghy",船舶,摩托艇,"小船,个人渔船,快艇,浮筒船,鸭子船,小艇",船舶,摩托艇,"小船,個人漁船,快艇,浮筒船,鴨子船,小艇"
BOATS,RACING,BOATRace,"hydroplane, hydrofoil, jet boat",船舶,赛艇,"水上飞机,水翼艇,喷射艇",船舶,賽艇,"水上飛機,水翼艇,噴射艇"
BOATS,ROWBOAT,BOATRow,"canoe, rowboat, kayak, oar, paddle, dragon boat, row",船舶,划艇,"独木舟,划艇,皮划艇,桨,桨,龙舟,行",船舶,划艇,"獨木舟,划艇,皮划艇,槳,槳,龍舟,行"
BOATS,SAILBOAT,BOATSail,"sailboat, schooner, yawl, sloop, ketch, motorsailer",船舶,帆船,"帆船, 大篷车, yawl, 单桅帆船, 双桅船, 摩托艇",船舶,帆船,"帆船, 大篷車, yawl, 單桅帆船, 雙桅船, 摩托艇"
BOATS,SHIP,BOATShip,"large ship, cruise ship, oil tanker, cargo ship, freighter",船舶,大船,"大船, 游轮, 油轮, 货船, 货轮",船舶,大船,"大船, 遊輪, 油輪, 貨船, 貨輪"
BOATS,STEAM,BOATStm,"steam paddle ship, paddle steamer,  steam engine",船舶,蒸汽船,"蒸汽明轮船,明轮船,蒸汽机",船舶,蒸汽船,"蒸汽明輪船,明輪船,蒸汽機"
BOATS,SUBMARINE,BOATSub,"submarine, sonar",船舶,潜艇,"潜艇,声纳",船舶,潛水艇,"潛艇,聲納"
BULLETS,BY,BLLTBy,"bullet whiz-by, fwip",子弹,呼啸,"子弹飞过,fwip",子彈,呼嘯而過,"子彈飛過,fwip"
BULLETS,IMPACT,BLLTImpt,"bullet impact, bullet hit",子弹,击中,"子弹撞击,子弹击中",子彈,擊中,"子彈撞擊,子彈擊中"
BULLETS,MISC,BLLTMisc,miscellaneous,子弹,其他,各种各样的,子彈,其他,各種各樣的
BULLETS,RICOCHET,BLLTRico,"ricos, ricochet, deflect",子弹,跳弹,"ricos, 弹跳, 偏转",子彈,跳彈,"ricos, 彈跳, 偏轉"
BULLETS,SHELL,BLLTShel,"shell, casing, eject",子弹,弹壳,"外壳,外壳,弹出",子彈,彈殼,"外殼,外殼,彈出"
CARTOON,BOING,TOONBoing,"jaw harp, mouth harp",卡通,弹簧音,"下巴竖琴,口竖琴",卡通,彈簧音,"下巴豎琴,口豎琴"
CARTOON,CLANG,TOONClang,"clang, metallic",卡通,咣当,"叮当,金属",卡通,咣噹,"叮噹,金屬"
CARTOON,CREAK,TOONCreak,"rubber, wood",卡通,嘎吱,橡胶木,卡通,嘎吱,橡膠木
CARTOON,HORN,TOONHorn,"bulb horn, honk, clown horn",卡通,号,"灯泡喇叭, 喇叭, 小丑喇叭",卡通,號角,"燈泡喇叭, 喇叭, 小丑喇叭"
CARTOON,IMPACT,TOONImpt,"bonk, boink, doink",卡通,打击,"bonk, boink, doink",卡通,撞擊,"bonk, boink, doink"
CARTOON,MISC,TOONMisc,"toon, squanch, blorb, flump",卡通,杂项,"香椿,squanch,blob,flump",卡通,其他,"香椿,squanch,blob,flump"
CARTOON,MUSICAL,TOONMx,"gliss, ascend, descend,",卡通,乐句,"滑翔,上升,下降,",卡通,音樂,"滑翔,上升,下降,"
CARTOON,PLUCK,TOONPluk,string pluck,卡通,弹拨,拨弦,卡通,彈撥,撥弦
CARTOON,POP,TOONPop,"pop gun, mouth pop, suction cup, bubble pops",卡通,道具,"爆破枪,嘴巴爆破,吸盘,泡泡爆破",卡通,砰,"爆破槍,嘴巴爆破,吸盤,泡泡爆破"
CARTOON,SHAKE,TOONShake,rattle,卡通,摇晃,嘎嘎声,卡通,搖晃,嘎嘎聲
CARTOON,SPLAT,TOONSplt,"splat, splort, squish",卡通,啪嗒,"啪啪啪,啪啪啪,啪啪啪",卡通,啪嗒,"啪啪啪,啪啪啪,啪啪啪"
CARTOON,SQUEAK,TOONSqk,squeak,卡通,摩擦,吱,卡通,摩擦,吱
CARTOON,STRETCH,TOONStrch,strain,卡通,伸缩,拉紧,卡通,伸縮,拉緊
CARTOON,SWISH,TOONSwsh,"twirl, swirl",卡通,嗖嗖,"旋转,旋转",卡通,咻咻聲,"旋轉,旋轉"
CARTOON,TWANG,TOONTwang,ruler,卡通,弹拨声,统治者,卡通,彈撥聲,統治者
CARTOON,WARBLE,TOONWarb,wobble,卡通,颤音,摇晃,卡通,顫音,搖晃
CARTOON,WHISTLE,TOONWhis,slide whistle,卡通,哨子,滑哨,卡通,哨子,滑哨
CARTOON,ZIP,TOONZip,"zip, rico, siren, whistle",卡通,滋滋,"zip, rico, 警笛, 口哨",卡通,滋滋聲,"zip, rico, 警笛, 口哨"
CERAMICS,BREAK,CERMBrk,"break, crack, shatter, crunch",陶瓷,打破,"打破,裂缝,粉碎,紧缩",陶瓷,打破,"打破,裂縫,粉碎,緊縮"
CERAMICS,CRASH & DEBRIS,CERMCrsh,"fall, debris, shards",陶瓷,碎片,"坠落,碎片,碎片",陶瓷,碎片,"墜落,碎片,碎片"
CERAMICS,FRICTION,CERMFric,"stress, scrape, creak, squeak, screech",陶瓷,挤压,"压力,刮擦,吱吱声,吱吱声,尖叫声",陶瓷,擠壓摩擦,"壓力,刮擦,吱吱聲,吱吱聲,尖叫聲"
CERAMICS,IMPACT,CERMImpt,"hit, drop, impact, crash, clunk, clink",陶瓷,打击,"撞击,掉落,撞击,碰撞,撞击,撞击",陶瓷,撞擊,"撞擊,掉落,撞擊,碰撞,撞擊,撞擊"
CERAMICS,MISC,CERMMisc,miscellaneous,陶瓷,其他,各种各样的,陶瓷,其他,各種各樣的
CERAMICS,MOVEMENT,CERMMvmt,"drag, roll, rattle, shake",陶瓷,移动,"拖动,滚动,摇晃,摇晃",陶瓷,移動,"拖動,滾動,搖晃,搖晃"
CERAMICS,TONAL,CERMTonl,"bowed, ring, shing, ping",陶瓷,音乐性,"鞠躬, 戒指, shing, ping",陶瓷,有音高的,"鞠躬, 戒指, shing, ping"
CHAINS,BREAK,CHAINBrk,"snap, break, bend",链条,打破,"折断,折断,弯曲",鏈條,打破,"折斷,折斷,彎曲"
CHAINS,IMPACT,CHAINImpt,"drop, hit, impact, slam, tension snaps",链条,打中,"跌落,撞击,撞击,猛击,张力断裂",鏈條,撞擊,"跌落,撞擊,撞擊,猛擊,張力斷裂"
CHAINS,MISC,CHAINMisc,miscellaneous,链条,其他,各种各样的,鏈條,其他,各種各樣的
CHAINS,MOVEMENT,CHAINMvmt,"hande, rake, drag",链条,移动,"手,耙,拖",鏈條,移動,"手,耙,拖"
CHEMICALS,ACID,CHEMAcid,"sizzle, melt, fizz",化学,腐蚀,"嘶嘶声,融化,嘶嘶声",化學,腐蝕,"嘶嘶聲,融化,嘶嘶聲"
CHEMICALS,MISC,CHEMMisc,miscellaneous,化学,其他,各种各样的,化學,其他,各種各樣的
CHEMICALS,REACTION,CHEMReac,"bubbling, foaming, reaction",化学,反应,"冒泡,起泡,反应",化學,反應,"冒泡,起泡,反應"
CLOCKS,CHIME,CLOCKChim,"chime, bell, grandfather clock",钟表,风铃,"钟声, 祖父钟",鐘錶,風鈴,"鐘聲, 祖父鐘"
CLOCKS,MECHANICS,CLOCKMech,"winding, clock gears, cuckoo clock",钟表,机械,"绕组, 时钟齿轮, 布谷鸟钟",鐘錶,機械構造,"繞組, 時鐘齒輪, 布穀鳥鐘"
CLOCKS,MISC,CLOCKMisc,miscellaneous,钟表,其他,各种各样的,鐘錶,其他,各種各樣的
CLOCKS,TICK,CLOCKTick,"tick, click, quartz, tick tock, stop watch, egg timer",钟表,嘀嗒,"滴答,点击,石英,滴答,秒表,鸡蛋计时器",鐘錶,嘀嗒,"滴答,點擊,石英,滴答,秒錶,雞蛋計時器"
CLOTH,FLAP,CLOTHFlp,"flap, flag, rustle, parachute, cape, sailcloth, sail, sheet",布料,抖动,"襟翼,旗帜,沙沙声,降落伞,斗篷,帆布,帆,床单",布料,抖動,"襟翼,旗幟,沙沙聲,降落傘,斗篷,帆布,帆,床單"
CLOTH,MISC,CLOTHMisc,miscellaneous,布料,杂项,各种各样的,布料,其他,各種各樣的
CLOTH,MOVEMENT,CLOTHMvmt,"zuzz, swish, rustle, ruffle, scrunch, mvmt",布料,移动,"zuzz, 嗖嗖, 沙沙声, 皱褶, 紧缩, mvmt",布料,移動,"zuzz, 嗖嗖, 沙沙聲, 皺褶, 緊縮, mvmt"
CLOTH,RIP,CLOTHRip,"rip, tear, velcro",布料,撕扯,"撕裂,撕裂,魔术贴",布料,撕扯,"撕裂,撕裂,魔術貼"
COMMUNICATIONS,AUDIO VISUAL,COMAv,"motion picture camera, spooling, film camera, projector, tape recorder, nagra, walkman, CD player, reel to reel, vcr, laserdisc player, betamax, slide projector, beamer, ipod, bolex, 8mm, 16mm",通讯,影视设备,"电影摄影机, 假脱机, 胶片相机, 投影仪, 录音机, nagra, 随身听, CD 播放器, 卷轴, 录像机, 激光光盘播放器, betamax, 幻灯机, ipod, bolex, 8mm, 16mm",通訊,影視設備,"電影攝影機, 假脫機, 膠片相機, 投影儀, 錄音機, nagra, 隨身聽, CD 播放器, 捲軸, 錄像機, 激光光盤播放器, betamax, 幻燈機, ipod, bolex, 8mm, 16mm"
COMMUNICATIONS,CAMERA,COMCam,"camera shutter, winding, flash bulb, kodak, nikon, canon, olympus, kodak, fuji, fujifilm, mamiya, hasselblad, leica, 35mm, 120mm",通讯,照相机,"相机快门,绕组,闪光灯,柯达,尼康,佳能,奥林巴斯,柯达,富士,富士胶片,玛米亚,哈苏,徕卡,35mm,120mm",通訊,照相機,"相機快門,繞組,閃光燈,柯達,尼康,佳能,奧林巴斯,柯達,富士,富士膠片,瑪米亞,哈蘇,徠卡,35mm,120mm"
COMMUNICATIONS,CELLPHONE,COMCell,"mobile phone, smartphone, iphone, blackberry, flip phone, android",通讯,手机,"手机, 智能手机, iphone, 黑莓手机, 翻盖手机, 安卓",通訊,手機,"手機, 智能手機, iphone, 黑莓手機, 翻蓋手機, 安卓"
COMMUNICATIONS,MICROPHONE,COMMic,"mic handling, mic tap, larsen, megaphone",通讯,麦克风,"麦克风处理,麦克风分流,拉森,扩音器",通訊,麥克風,"麥克風處理,麥克風分流,拉森,擴音器"
COMMUNICATIONS,MISC,COMMisc,miscellaneous,通讯,杂项,各种各样的,通訊,其他,各種各樣的
COMMUNICATIONS,PHONOGRAPH,COMPhono,"turntable, victrola, phonograph, stylus, vinyl record",通讯,留声机,"转盘, victrola, 留声机, 手写笔, 黑胶唱片",通訊,留聲機,"轉盤, victrola, 留聲機, 手寫筆, 黑膠唱片"
COMMUNICATIONS,RADIO,COMRadio,"tuning, radio, shortwave, squelch, futz",通讯,收音机,"调谐,收音机,短波,静噪,futz",通訊,收音機,"調諧,收音機,短波,靜噪,futz"
COMMUNICATIONS,STATIC,COMStatic,"static, fuzz, scramble",通讯,干扰,"静态,模糊,争夺",通訊,干擾,"靜態,模糊,爭奪"
COMMUNICATIONS,TELEMETRY,COMTelm,"morse code, telegraph, telemetry, readout, sos",通讯,无线电,"莫尔斯电码,电报,遥测,读数,sos",通訊,無線電,"莫爾斯電碼,電報,遙測,讀數,sos"
COMMUNICATIONS,TELEPHONE,COMTelph,"dial, payphone, rotary dial, key pad, landline, cord phone",通讯,电话,"拨号,公用电话,旋转拨号,键盘,座机,有线电话",通訊,電話,"撥號,公用電話,旋轉撥號,鍵盤,座機,有線電話"
COMMUNICATIONS,TELEVISION,COMTv,"tv, remote, dial, show, program, futz",通讯,电视机,"电视,遥控器,拨号,节目,节目,futz",通訊,電視,"電視,遙控器,撥號,節目,節目,futz"
COMMUNICATIONS,TRANSCEIVER,COMTran,"walkie talkies, cb, ham radios, transceiver, squelch, intercom, dispatch",通讯,信号收发机,"对讲机,cb,业余无线电,收发器,静噪,对讲,调度",通訊,無線電,"對講機,cb,業餘無線電,收發器,靜噪,對講,調度"
COMMUNICATIONS,TYPEWRITER,COMType,"typewriter, teleprinter, carriage return, platen knob",通讯,打字机,"打字机,电传打字机,回车,压板旋钮",通訊,打字機,"打字機,電傳打字機,回車,壓板旋鈕"
COMPUTERS,HARD DRIVE,CMPTDriv,"skip, search, grind, hard disc, hard disk",电脑,硬盘,"跳过,搜索,研磨,硬盘,硬盘",電腦,硬碟,"跳過,搜索,研磨,硬盤,硬盤"
COMPUTERS,KEYBOARD & MOUSE,CMPTKey,"keyboard, mouse, mice, trackpad",电脑,键鼠,"键盘,鼠标,鼠标,触控板",電腦,滑鼠鍵盤,"鍵盤,鼠標,鼠標,觸控板"
COMPUTERS,MISC,CMPTMisc,"palm pilot, pocket pc",电脑,杂项,"掌上电脑,掌上电脑",電腦,其他,"掌上電腦,掌上電腦"
CREATURES,AQUATIC,CREAAqua,"kraken, mermaid, giant squid",生物,水生,"海妖,美人鱼,巨型鱿鱼",生物,水生,"海妖,美人魚,巨型魷魚"
CREATURES,AVIAN,CREAAvian,"alien birds, extraterrestrial birds, fantasy birds",生物,奇幻禽类,"外星鸟类,外星鸟类,奇幻鸟类",生物,奇幻禽類,"外星鳥類,外星鳥類,奇幻鳥類"
CREATURES,BEAST,CREABeast,"wooly mammoth, mumakil, ",生物,野兽,"猛犸象, mumakil",生物,野獸,"猛獁象, mumakil"
CREATURES,BLOB,CREABlob,blob,生物,黏体生物,斑点,生物,黏體,斑點
CREATURES,DINOSAUR,CREADino,"brontosaurus, velociraptor, triceratops, stegosaurus, tyrannosaurus, allosaurus, spinosaurus, brachiosaurus, archaeopteryx, pterosaurs, pterodactyl",生物,恐龙,"雷龙, 迅猛龙, 三角龙, 剑龙, 暴龙, 异特龙, 棘龙, 腕龙, 始祖鸟, 翼龙, 翼手龙",生物,恐龍,"雷龍, 迅猛龍, 三角龍, 劍龍, 暴龍, 異特龍, 棘龍, 腕龍, 始祖鳥, 翼龍, 翼手龍"
CREATURES,DRAGON,CREADrgn,"dragon, drake, wyvern",生物,龙,"龙,德雷克,飞龙",生物,龍,"龍,德雷克,飛龍"
