Category,SubCategory,CatID,Synonyms - Comma Separated,Category_zh,SubCategory_zh,Synonyms_zh,Category_tw,SubCategory_tw,Synonyms_tw
CREATURES,ELEMENTAL,CREAElem,"rock monster, fire monster, ice monster, rock giant, ice giant, golem",生物,奇幻生物,"岩石怪物,火怪物,冰怪物,岩石巨人,冰巨人,魔像",生物,奇幻,"岩石怪物,火怪物,冰怪物,岩石巨人,冰巨人,魔像"
CREATURES,ETHEREAL,CREAEthr,"ghosts, spirits, ethereal, wispy, spectre, soul, apparition, spectral, poltergeist, phantom, wraith",生物,鬼魂,"幽灵,精神,空灵,纤细,幽灵,灵魂,幻影,幽灵,恶作剧,幻影,幽灵",生物,鬼魂,"幽靈,精神,空靈,纖細,幽靈,靈魂,幻影,幽靈,惡作劇,幻影,幽靈"
CREATURES,HUMANOID,CREAHmn,"zombie, undead, living dead, ghoul, vampire, elf, orcs, ogre, troll, tengu, leprechaun, bigfoot, swamp thing, werewolf, frankenstein, mummy",生物,类人生物,"僵尸,亡灵,活死人,食尸鬼,吸血鬼,精灵,兽人,食人魔,巨魔,天狗,妖精,大脚怪,沼泽事物,狼人,科学怪人,木乃伊",生物,類人,"殭屍,亡靈,活死人,食屍鬼,吸血鬼,精靈,獸人,食人魔,巨魔,天狗,妖精,大腳怪,沼澤事物,狼人,科學怪人,木乃伊"
CREATURES,INSECTOID,CREAInsc,"giant ant, giant spider",生物,巨型昆虫,"巨型蚂蚁,巨型蜘蛛",生物,巨型昆蟲,"巨型螞蟻,巨型蜘蛛"
CREATURES,MISC,CREAMisc,miscellaneous,生物,其他,各种各样的,生物,其他,各種各樣的
CREATURES,MONSTER,CREAMnstr,"godzilla, king kong, rancor, behemoth, xenomorph, chupacabra",生物,怪兽,"哥斯拉, 金刚, 怨恨, 庞然大物, 异形, 卓柏卡布拉",生物,怪獸,"哥斯拉, 金剛, 怨恨, 龐然大物, 異形, 卓柏卡布拉"
CREATURES,REPTILIAN,CREARept,"serpent, serpentine, giant lizard, giant snake",生物,巨型爬虫,"蛇, 蛇纹石, 巨蜥, 巨蛇",生物,巨型爬蟲,"蛇, 蛇紋石, 巨蜥, 巨蛇"
CREATURES,SMALL,CREASmall,"fairy, pixie, gremlin, imp, fraggle",生物,小型奇幻生物,"仙女,小精灵,小鬼,小鬼,碎片",生物,小型奇幻,"仙女,小精靈,小鬼,小鬼,碎片"
CREATURES,SOURCE,CREASrce,"bark, breath, call, caw, squawk, chitter, click, cry, effort, grunt, hiss, howl, growl, snarl, guttural, moan, groan, mouth, roar, scream, screech, squeal, whine",生物,原始录音,"吠声,呼吸声,叫声,叫声,吱吱声,吱吱声,咔嗒声,叫声,努力,咕噜声,嘶嘶声,嚎叫声,咆哮声,咆哮声,喉音,呻吟声,呻吟声,嘴巴,咆哮声,尖叫声,尖叫声,尖叫声,呜呜声",生物,素材,"吠聲,呼吸聲,叫聲,叫聲,吱吱聲,吱吱聲,咔嗒聲,叫聲,努力,咕嚕聲,嘶嘶聲,嚎叫聲,咆哮聲,咆哮聲,喉音,呻吟聲,呻吟聲,嘴巴,咆哮聲,尖叫聲,尖叫聲,尖叫聲,嗚嗚聲"
CROWDS,ANGRY,CRWDAngr,"hooligan, riot, protest, shout, rowdy",人群,愤怒,"流氓,暴动,抗议,喊叫,吵闹",群衆,憤怒,"流氓,暴動,抗議,喊叫,吵鬧"
CROWDS,APPLAUSE,CRWDApls,"applause, cheer, clapping, encore",人群,喝彩,"掌声,欢呼,鼓掌,安可",群衆,掌聲,"掌聲,歡呼,鼓掌,安可"
CROWDS,BATTLE,CRWDBatl,"battle cries, shout, charge, rally, army, battle, scuffle, war, screaming, dying",人群,打斗,"战斗呐喊,呐喊,冲锋,集结,军队,战斗,混战,战争,尖叫,死亡",群衆,打鬥,"戰鬥吶喊,吶喊,衝鋒,集結,軍隊,戰鬥,混戰,戰爭,尖叫,死亡"
CROWDS,CELEBRATION,CRWDCele,"celebrating, holiday, party, rowdy, birthday, new years, christmas, parade",人群,庆祝,"庆祝,假期,派对,吵闹,生日,新年,圣诞节,游行",群衆,慶祝,"慶祝,假期,派對,吵鬧,生日,新年,聖誕節,遊行"
CROWDS,CHEERING,CRWDCheer,"cheering, concert, stadium, audience, whooping, swells, chants",人群,欢呼,"欢呼,音乐会,体育场,观众,呐喊,膨胀,圣歌",群衆,歡呼,"歡呼,音樂會,體育場,觀眾,吶喊,膨脹,聖歌"
CROWDS,CHILDREN,CRWDChld,"playground, recess, kids playing, park, play, tag",人群,儿童,"操场,休息,孩子们玩耍,公园,玩耍,标签",群衆,兒童,"操場,休息,孩子們玩耍,公園,玩耍,標籤"
CROWDS,CONVERSATION,CRWDConv,"chatter, chat, talk, sparse walla, converse, conversation",人群,谈话,"喋喋不休,聊天,谈话,稀疏的瓦拉,交谈,谈话",群衆,談話,"喋喋不休,聊天,談話,稀疏的瓦拉,交談,談話"
CROWDS,LAUGHTER,CRWDLaff,"tv show, canned laughter, comedy club, laugh track",人群,笑,"电视节目,罐头笑声,喜剧俱乐部,笑声",群衆,笑,"電視節目,罐頭笑聲,喜劇俱樂部,笑聲"
CROWDS,LOOP GROUP,CRWDLoop,"loop group, adr, canned",人群,循环群杂,"循环组,adr,罐头",群衆,循環群雜,"循環組,adr,罐頭"
CROWDS,MISC,CRWDMisc,miscellaneous,人群,其他,各种各样的,群衆,其他,各種各樣的
CROWDS,PANIC,CRWDPanic,"panic, chaos, shout, scream, cry, distress",人群,恐惧,"恐慌,混乱,呐喊,尖叫,哭泣,痛苦",群衆,恐懼,"恐慌,混亂,大喊,尖叫,哭泣"
CROWDS,QUIET,CRWDQuiet,"murmur, whispering, hushing, mumbling",人群,安静,"喃喃自语,窃窃私语,安静,喃喃自语",群衆,安靜,"喃喃自語,竊竊私語,安靜,喃喃自語"
CROWDS,REACTION,CRWDReac,"boo, ahh, ooh, studio reaction",人群,反应,"嘘,啊,哦,工作室的反应",群衆,反應,"噓,啊,哦,工作室的反應"
CROWDS,SINGING,CRWDSing,"chant, choir, chorale, carol",人群,歌唱,"圣歌,合唱团,合唱团,颂歌",群衆,歌唱,"聖歌,合唱團,合唱團,頌歌"
CROWDS,SPORT,CRWDSprt,"applause, clapping, boo, cheer, stadium, yay, audience, olympics, shouting, woohoo",人群,运动,"掌声,鼓掌,嘘,欢呼,体育场,耶,观众,奥运会,喊叫,呜呼",群衆,運動,"掌聲,鼓掌,噓,歡呼,體育場,耶,觀眾,奧運會,喊叫,嗚呼"
CROWDS,WALLA,CRWDWalla,"voices, talk, walla, conversation",人群,群杂,"声音,谈话,瓦拉,谈话",群衆,群雜,"聲音,談話,瓦拉,談話"
DESIGNED,BASS DIVE,DSGNBass,"bass dive, downer, bass drop, fall",声音设计,低频下潜,"低音潜水,downer,低音下降,下降",設計,低頻下潛,"低音潛水,downer,低音下降,下降"
DESIGNED,BOOM,DSGNBoom,"boom, deep hit, low sting, trailer",声音设计,低频轰鸣,"繁荣,重击,低刺,拖车",設計,低頻轟鳴,"繁榮,重擊,低刺,拖車"
DESIGNED,BRAAM,DSGNBram,bramm,声音设计,低频号角,布拉姆,設計,低頻號角,布拉姆
DESIGNED,DISTORTION,DSGNDist,"distortion, squared off, distorted",声音设计,失真,"扭曲,平方,扭曲",設計,破音失真的,"扭曲,平方,扭曲"
DESIGNED,DRONE,DSGNDron,"pad, drone, texture, ominous, tension",声音设计,低音氛围,"垫,无人机,质地,不祥,紧张",設計,低音氛圍,"墊,無人機,質地,不祥,緊張"
DESIGNED,EERIE,DSGNErie,"spooky, tense, strange, creepy, scary, chilling, haunting, freaky, frightful, ",声音设计,毛骨悚然的,"阴森森的,紧张的,奇怪的,令人毛骨悚然的,可怕的,令人不寒而栗的,令人难以忘怀的,怪异的,可怕的,",設計,毛骨悚然的,"陰森森的,緊張的,奇怪的,令人毛骨悚然的,可怕的,令人不寒而栗的,令人難以忘懷的,怪異的,可怕的,"
DESIGNED,ETHEREAL,DSGNEthr,"ethereal, celestial",声音设计,鬼魅飘渺,"空灵的,天上的",設計,鬼魅飄渺,"空靈的,天上的"
DESIGNED,MISC,DSGNMisc,miscellaneous,声音设计,其他,各种各样的,設計,其他,各種各樣的
DESIGNED,RISER,DSGNRise,"reverse, crescendo, rizer, riser, tension",声音设计,恐惧渐强,"反向,渐强,立管,立管,张力",設計,漸強,"反向,漸強,立管,立管,張力"
DESIGNED,RUMBLE,DSGNRmbl,"subharmonic, rumble, shake, earthquake",声音设计,次声波,"次谐波,隆隆声,震动,地震",設計,次聲波,"次諧波,隆隆聲,震動,地震"
DESIGNED,SOURCE,DSGNSrce,"source, raw, material, raw recording",声音设计,原始录音,"源,原始,素材,原始记录",設計,素材,"源,原始,素材,原始記錄"
DESIGNED,STINGER,DSGNStngr,"sting, startle, trailer, cinematic",声音设计,重音强调,"刺痛,惊吓,预告片,电影",設計,重音強調,"刺痛,驚嚇,預告片,電影"
DESIGNED,SYNTHETIC,DSGNSynth,"synthesized, synth, mod synth, modular synth, granular, analog synth, modular synth",声音设计,电子合成,"合成,合成器,mod 合成器,模块化合成器,颗粒,模拟合成器,模块化合成器",設計,電子合成,"合成,合成器,mod 合成器,模塊化合成器,顆粒,模擬合成器,模塊化合成器"
DESIGNED,TONAL,DSGNTonl,"tinnitus, ringing, shell shock, subjective",声音设计,音乐性,"耳鸣,振铃,贝壳冲击,主观",設計,有音高的,"耳鳴,振鈴,貝殼衝擊,主觀"
DESIGNED,VOCAL,DSGNVocl,"enchantment, spell, processed, vocal, whisper, ghostly",声音设计,人声,"附魔,咒语,处理,声乐,耳语,幽灵",設計,人聲的,"結界,咒語,處理,聲樂,耳語,幽靈"
DESTRUCTION,COLLAPSE,DESTRClpse,"collapse, topple, fell, implode",拆除,倒塌,"倒塌,倾倒,跌倒,内爆",拆除,倒塌,"倒塌,傾倒,跌倒,內爆"
DESTRUCTION,CRASH & DEBRIS,DESTRCrsh,"crash, rupture, implode, smash, break, shatter",拆除,碎片,"崩溃,破裂,内爆,粉碎,断裂,粉碎",拆除,碎片,"崩潰,破裂,內爆,粉碎,斷裂,粉碎"
DESTRUCTION,MISC,DESTRMisc,miscellaneous,拆除,其他,各种各样的,拆除,其他,各種各樣的
DIRT & SAND,CRASH & DEBRIS,DIRTCrsh,"debris, sand, dirt, trickle, spray, crumble",沙土,碎屑,"碎片,沙子,污垢,滴流,喷雾,碎裂",砂土,碎屑,"碎片,沙子,污垢,滴流,噴霧,碎裂"
DIRT & SAND,DUST,DIRTDust,"fine, particle, sediment, silt, dust",沙土,灰尘,"细粒,颗粒,沉积物,淤泥,灰尘",砂土,灰塵,"細粒,顆粒,沉積物,淤泥,灰塵"
DIRT & SAND,IMPACT,DIRTImpt,"dump, thud, unload, drop",沙土,碰撞,"倾倒, 砰的一声, 卸载, 下降",砂土,碰撞,"傾倒, 砰的一聲, 卸載, 下降"
DIRT & SAND,MISC,DIRTMisc,miscellaneous,沙土,其他,各种各样的,砂土,其他,各種各樣的
DIRT & SAND,MOVEMENT,DIRTMvmt,"pour, unload, flow, spill",沙土,移动,"倾倒,卸载,流动,溢出",砂土,移動,"傾倒,卸載,流動,溢出"
DOORS,ANTIQUE,DOORAntq,"castle, abby, church, old, ancient, antique",门,古董,"城堡,艾比,教堂,老,古代,古董",門,古董,"城堡,艾比,教堂,老,古代,古董"
DOORS,APPLIANCE,DOORAppl,"oven, microwave, refrigerator, dishwasher, laundry machine, dryer",门,家电,"烤箱,微波炉,冰箱,洗碗机,洗衣机,烘干机",門,家電,"烤箱,微波爐,冰箱,洗碗機,洗衣機,烘乾機"
DOORS,CABINET,DOORCab,"cabinet, kitchen cabinet, tool cabinet",门,箱柜,"橱柜,厨柜,工具柜",門,箱櫃,"櫥櫃,廚櫃,工具櫃"
DOORS,CREAK,DOORCreak,"creak, door, dungeon, cellar, castle, wood door, metal door, door creak",门,嘎吱,"吱吱声,门,地牢,地窖,城堡,木门,金属门,门吱吱声",門,吱嘎聲,"吱吱聲,門,地牢,地窖,城堡,木門,金屬門,門吱吱聲"
DOORS,DUNGEON,DOORDungn,"castle, dungeon, large, cellar",门,传统大门,"城堡, 地牢, 大, 地窖",門,老式的,"城堡, 地牢, 大, 地窖"
DOORS,ELECTRIC,DOORElec,"electric door, garage door, soundstage door, automatic door",门,电动门,"电动门,车库门,声场门,自动门",門,電動,"電動門,車庫門,聲場門,自動門"
DOORS,GATE,DOORGate,"garden gate, fence gate, park gate, rail crossing",门,大门,"花园门,栅栏门,公园门,铁路道口",門,大門,"花園門,柵欄門,公園門,鐵路道口"
DOORS,GLASS,DOORGlas,"glass door, store door, bay door, french door",门,玻璃门,"玻璃门,商店门,海湾门,法式门",門,玻璃,"玻璃門,商店門,海灣門,法式門"
DOORS,HARDWARE,DOORHdwr,"doorknob, deadbolt, push bar, chain lock, hinge, latch, handle, hardware, lock picking, jiggle",门,锁具,"门把手,门闩,推杆,链锁,铰链,门闩,把手,硬件,撬锁,摇晃",門,鎖具,"門把手,門閂,推桿,鏈鎖,鉸鏈,門閂,把手,硬件,撬鎖,搖晃"
DOORS,HITECH,DOORTech,lab door,门,高科技,实验室门,門,高科技,實驗室門
DOORS,HYDRAULIC & PNEUMATIC,DOORHydr,"door closer, pneumatic, hydraulic, powered hatch",门,液压与气动,"闭门器,气动,液压,电动舱口",門,液壓與氣動,"閉門器,氣動,液壓,電動艙口"
DOORS,KNOCK,DOORKnck,"knock, rap, knocker, bang, thud, thump",门,敲门,"敲,说唱,敲门,砰,砰,砰",門,敲門,"敲,說唱,敲門,砰,砰,砰"
DOORS,METAL,DOORMetl,"rollup, vault, safe, hatch",门,金属门,"汇总,保险库,保险箱,舱口",門,金屬,"匯總,保險庫,保險箱,艙口"
DOORS,MISC,DOORMisc,miscellaneous,门,其他,各种各样的,門,其他,各種各樣的
DOORS,PLASTIC,DOORPlas,"porta john, porta let, porta pottie",门,塑料门,"porta john, porta let, porta pottie",門,塑膠,"porta john, porta let, porta pottie"
DOORS,PRISON,DOORPrisn,"jail door, prison door",门,牢门,"监狱门,监狱门",門,牢門,"監獄門,監獄門"
DOORS,REVOLVING,DOORRevl,"revolve, rotate, revolving door, hotel, airport, mall",门,旋转门,"旋转,旋转,旋转门,酒店,机场,商场",門,旋轉,"旋轉,旋轉,旋轉門,酒店,機場,商場"
DOORS,SLIDING,DOORSlid,"sliding glass door, patio door, shower door",门,推拉门/滑动门,"玻璃推拉门,庭院门,淋浴门",門,推拉滑動,"玻璃推拉門,庭院門,淋浴門"
DOORS,STONE,DOORSton,"tomb, crypt, temple, mausoleum, secret entrance",门,石门,"坟墓,地穴,寺庙,陵墓,秘密入口",門,石頭,"墳墓,地穴,寺廟,陵墓,秘密入口"
DOORS,SWINGING,DOORSwng,"saloon door, traffic door, restaurant door, church pulpit door",门,双开门,"沙龙门,交通门,餐厅门,教堂讲坛门",門,雙開,"沙龍門,交通門,餐廳門,教堂講壇門"
DOORS,WOOD,DOORWood,"entrance, front door, closet",门,木门,"入口,前门,壁橱",門,木頭,"入口,前門,壁櫥"
DRAWERS,METAL,DRWRMetl,"tool box, rack drawer, filing cabinet, cash register, security drawer",抽屉,金属,"工具箱,机架抽屉,文件柜,收银机,安全抽屉",抽屜,金屬,"工具箱,機架抽屜,文件櫃,收銀機,安全抽屜"
DRAWERS,MISC,DRWRMisc,miscellaneous,抽屉,其他,各种各样的,抽屜,其他,各種各樣的
DRAWERS,PLASTIC,DRWRPlas,"parts bin, desk organizer",抽屉,塑料,"零件箱,办公桌组织者",抽屜,塑膠,"零件箱,辦公桌組織者"
DRAWERS,WOOD,DRWRWood,"kitchen drawer, bathroom drawer",抽屉,木制,"厨房抽屉,浴室抽屉",抽屜,木製,"廚房抽屜,浴室抽屜"
ELECTRICITY,ARC,ELECArc,"jacob's ladder, tesla coil, ark, arch, power station, electrocute",电流,电弧,"雅各布的梯子,特斯拉线圈,方舟,拱门,电站,电刑",電流,電弧,"雅各布的梯子,特斯拉線圈,方舟,拱門,電站,電刑"
ELECTRICITY,BUZZ & HUM,ELECBuzz,"ground hum, amp hum, amp buzz, speaker hum, speaker buzz, hum, buzz, induction hum",电流,电流噪声,"地面嗡嗡声,放大器嗡嗡声,放大器嗡嗡声,扬声器嗡嗡声,扬声器嗡嗡声,嗡嗡声,嗡嗡声,感应嗡嗡声",電流,電流噪聲,"地面嗡嗡聲,放大器嗡嗡聲,放大器嗡嗡聲,揚聲器嗡嗡聲,揚聲器嗡嗡聲,嗡嗡聲,嗡嗡聲,感應嗡嗡聲"
ELECTRICITY,ELECTROMAGNETIC,ELECEmf,"emf, coil, pickup, induction",电流,电磁,"电动势,线圈,拾音器,感应",電流,電磁,"電動勢,線圈,拾音器,感應"
ELECTRICITY,MISC,ELECMisc,miscellaneous,电流,其他,各种各样的,電流,其他,各種各樣的
ELECTRICITY,SPARKS,ELECSprk,"sparkler, weld, sputter, shorting",电流,电火花,"烟火,焊接,溅射,短路",電流,電火花,"煙火,焊接,濺射,短路"
ELECTRICITY,ZAP,ELECZap,"discharge, tase, taser, electrocute",电流,漏电,"放电, tase, 泰瑟枪, 电击",電流,漏電,"放電, tase, 泰瑟槍, 電擊"
EQUIPMENT,BRIDLE & TACK,EQUIPBridle,"bridle, reigns, leash, harness, dog leash, saddle strap",器具,挽具,"缰绳,统治,皮带,马具,狗皮带,马鞍带",裝備,輓具,"韁繩,統治,皮帶,馬俱,狗皮帶,馬鞍帶"
EQUIPMENT,HITECH,EQUIPTech,"space suit, utility belt",器具,高科技,"宇航服,实用腰带",裝備,高科技,"宇航服,實用腰帶"
EQUIPMENT,MISC,EQUIPMisc,miscellaneous,器具,其他,各种各样的,裝備,其他,各種各樣的
EQUIPMENT,RECREATIONAL,EQUIPRec,"backpack, hike, hiking, mountaineering, climb, rock climb, camp, tent",器具,户外装备,"背包,远足,远足,登山,攀岩,攀岩,营地,帐篷",裝備,戶外,"背包,遠足,遠足,登山,攀岩,攀岩,營地,帳篷"
EQUIPMENT,SPORT,EQUIPSprt,"shoulder pad, knee pad, shin pad, jock strap",器具,运动设施,"护肩,护膝,护胫,护腿带",裝備,運動,"護肩,護膝,護脛,護胸帶"
EQUIPMENT,TACTICAL,EQUIPTact,"belt, tactical, duty belt, ammo belt, police, military, bandoleer",器具,战术装备,"腰带, 战术, 职责腰带, 弹药腰带, 警察, 军事, 子弹带",裝備,戰術,"腰帶, 戰術, 職責腰帶, 彈藥腰帶, 警察, 軍事, 子彈帶"
EXPLOSIONS,DESIGNED,EXPLDsgn,"shockwave, sweetener, echo",爆炸,设计后的,"冲击波,甜味剂,回声",爆炸,設計的,"衝擊波,甜味劑,迴聲"
EXPLOSIONS,MISC,EXPLMisc,detonation,爆炸,其他,爆炸,爆炸,其他,爆炸
EXPLOSIONS,REAL,EXPLReal,"bang, implosion, crack, pop",爆炸,真实的,"砰,内爆,裂纹,流行",爆炸,真實的,"砰,內爆,裂紋,流行"
FARTS,DESIGNED,FARTDsgn,"putty, razzberry, raspberry, whoopie cushion, flarp, armpit, fartbag, balloon",放屁,设计后的,"腻子,覆盆子,覆盆子,百日咳垫,襟翼,腋窝,放屁袋,气球",放屁,設計的,"膩子,覆盆子,覆盆子,百日咳墊,襟翼,腋窩,放屁袋,氣球"
FARTS,MISC,FARTMisc,animal fart,放屁,其他,动物屁,放屁,其他,動物屁
FARTS,REAL,FARTReal,"human fart, flatulence, poot, toot",放屁,真实的,"人类放屁,胀气,poot,嘟嘟",放屁,真實的,"人類放屁,脹氣,poot,嘟嘟"
FIGHT,BODYFALL,FGHTBf,"bodyfall, body drag, scuffle, body slam, tackle",打斗,跌落,"bodyfall,身体阻力,混战,身体猛击,铲球",打鬥,跌落,"bodyfall,身體阻力,混戰,身體猛擊,鏟球"
FIGHT,CLOTH,FGHTClth,"combat cloth, grab, snatch, cloth impact, cloth hit",打斗,衣服,"战斗布,抓,抢,布冲击,布击",打鬥,衣服,"戰鬥布,抓,搶,布衝擊,布擊"
FIGHT,GRAB,FGHTGrab,"combat, grab, grapple, wrestle, judo",打斗,抓住,"格斗,抓斗,格斗,摔跤,柔道",打鬥,抓住,"格鬥,抓斗,格鬥,摔跤,柔道"
FIGHT,IMPACT,FGHTImpt,"punch, kick, body blow, slap, smack, brawl, shove, sock, uppercut, jab",打斗,击打,"拳,踢,身体打击,巴掌,打,斗殴,推,袜子,勾拳,刺拳",打鬥,撞擊,"拳,踢,身體打擊,巴掌,打,鬥毆,推,襪子,勾拳,刺拳"
FIGHT,MISC,FGHTMisc,miscellaneous,打斗,其他,各种各样的,打鬥,其他,各種各樣的
FIRE,BURNING,FIREBurn,"bonfire, campfire, brush fire, structure fire, blaze, inferno, combustion, tinder, pyre",火,燃烧,"篝火,篝火,刷火,结构火,火焰,地狱,燃烧,火种,柴堆",火,燃燒,"篝火,篝火,刷火,結構火,火焰,地獄,燃燒,火種,柴堆"
FIRE,BURST,FIREBrst,"backdraft, flamethrower, dragon fire, engulf",火,爆燃,"回燃,火焰喷射器,龙火,吞噬",火,爆燃,"回燃,火焰噴射器,龍火,吞噬"
FIRE,CRACKLE,FIRECrkl,"pop, spit, snap, sparkle",火,爆裂,"流行,吐,啪,闪光",火,爆裂,"流行,吐,啪,閃光"
FIRE,GAS,FIREGas,"gas grill, bunsen burner, furnace, camping stove, kitchen stove, crematorium, gas range",火,气体,"燃气烤架,本生灯,熔炉,野营炉,厨房炉灶,火葬场,燃气灶",火,氣體,"燃氣烤架,本生燈,熔爐,野營爐,廚房爐灶,火葬場,燃氣灶"
FIRE,IGNITE,FIREIgn,"match, lighter, zippo, enflame, erupt, flame up, inflame",火,点火,"火柴,打火机,zippo,着火,爆发,着火,着火",火,點火,"火柴,打火機,zippo,著火,爆發,著火,著火"
FIRE,MISC,FIREMisc,miscellaneous,火,杂项,各种各样的,火,其他,各種各樣的
FIRE,SIZZLE,FIRESizz,"fire poker, fuse, fuse burn",火,滋滋声,"火扑克, 保险丝, 保险丝燃烧",火,滋滋聲,"火撲克, 保險絲, 保險絲燃燒"
FIRE,TORCH,FIRETrch,"flare, fuse, torch, firebrand, flaming stick, cresset",火,火炬,"耀斑,保险丝,火炬,火把,燃烧的棒,cresset",火,火炬,"耀斑,保險絲,火炬,火把,燃燒棒,冠冕"
FIRE,WHOOSH,FIREWhsh,"fireball, blaze, molotov, flare, backdraft",火,呼呼声,"火球,火焰,莫洛托夫,耀斑,倒吸",火,呼呼聲,"火球,火焰,莫洛托夫,耀斑,倒吸"
FIREWORKS,COMMERCIAL,FRWKComr,"mortar, firework, pyrotechnics, kaboom, shell, fireworks display",烟花,商业表演,"迫击炮,烟花,烟火,kaboom,贝壳,烟花汇演",煙火,大型,"迫擊砲,煙花,煙火,kaboom,貝殼,煙花匯演"
FIREWORKS,MISC,FRWKMisc,miscellaneous,烟花,其他,各种各样的,煙火,其他,各種各樣的
FIREWORKS,RECREATIONAL,FRWKRec,"firecracker, m80, sparkler, bottle rocket, smoke bomb, jumping jack, roman candle, popper, cherry bomb",烟花,自娱,"鞭炮,m80,烟火,瓶火箭,烟雾弹,跳跃的千斤顶,罗马蜡烛,波普尔,樱桃炸弹",煙火,小型,"鞭炮,m80,煙火,瓶火箭,煙霧彈,跳躍的千斤頂,羅馬蠟燭,波普爾,櫻桃炸彈"
FOLEY,CLOTH,FOLYClth,"rustle, movement, mvmt, zuzz",拟音,布料/衣服,"沙沙声,运动,mvmt,zuzz",擬音表演,布料,"沙沙聲,運動,mvmt,zuzz"
FOLEY,FEET,FOLYFeet,"foot, shoe, footstep, surface",拟音,脚步,"脚,鞋,脚步,表面",擬音表演,腳步,"腳,鞋,腳步,表面"
FOLEY,HANDS,FOLYHand,"pat, grab, handle, set",拟音,手,"轻拍,抓住,处理,设置",擬音表演,手,"輕拍,抓住,處理,設置"
FOLEY,MISC,FOLYMisc,miscellaneous,拟音,其他,各种各样的,擬音表演,其他,各種各樣的
FOLEY,PROP,FOLYProp,"prop, props",拟音,道具,"道具,道具",擬音表演,道具,"道具,道具"
FOOD & DRINK,COOKING,FOODCook,"chopping, slicing, dicing, mixing, blending, whisking, saute, fry, boil, grill, sizzle, steam, stew, stir, saute",食物/饮料,烹饪,"切碎,切片,切丁,混合,搅拌,搅拌,炒,炒,煮,烤,咝咝,蒸,炖,搅拌,炒",食物飲料,烹飪,"切碎,切片,切丁,混合,攪拌,攪拌,炒,炒,煮,烤,噝噝,蒸,燉,攪拌,炒"
FOOD & DRINK,DRINKING,FOODDrnk,"sip, slurp, drink, swallow, gulp, beverage, swig, chug, glug",食物/饮料,喝,"啜饮,啜饮,啜饮,啜饮,啜饮,啜饮,啜饮,啜饮",食物飲料,喝,"啜飲,啜飲,喝,吞,啜飲,飲料,啜飲,突突,突突"
FOOD & DRINK,EATING,FOODEat,"eat, crunch, chew, swallow, munch, chomp, bite, ingest, consume, feast, feed",食物/饮料,吃东西,"吃,紧缩,咀嚼,吞下,咀嚼,咀嚼,咬,摄取,消耗,盛宴,饲料",食物飲料,吃,"吃,緊縮,咀嚼,吞下,咀嚼,咀嚼,咬,攝取,消耗,盛宴,飼料"
FOOD & DRINK,GLASSWARE,FOODGware,"bottle, glass, cup, jug, carafe, can",食物/饮料,玻璃器皿,"瓶子,玻璃,杯子,水壶,玻璃水瓶,可以",食物飲料,器皿,"瓶子,玻璃,杯子,水壺,玻璃水瓶,可以"
FOOD & DRINK,INGREDIENTS,FOODIngr,"nut, seed, grain, vegetable, fruit, canned food, cereal, meat, oats, maize",食物/饮料,榨汁,"坚果,种子,谷物,蔬菜,水果,罐头食品,谷物,肉类,燕麦,玉米",食物飲料,榨汁,"堅果,種子,穀物,蔬菜,水果,罐頭食品,穀物,肉類,燕麥,玉米"
